time,x_force,y_force,z_force,x_torque,y_torque,z_torque,x_pos,y_pos,z_pos,x_rot,y_rot,z_rot
0.7347602844238281,-0.48769225273521255,0.4977259720832429,-2.112290000935198,-0.0020865827656095506,-0.1387347017215778,0.12237205712536206,-0.590181418839241,-0.18202951646455554,0.47843294938511033,2.28091103238888,-2.1292956824872604,0.11472191170568888
0.7462139129638672,-2.5467247595697105,0.11925174354662171,-1.021278071217862,-0.012267563878063867,-0.0720786417234715,0.15594450945584437,-0.590175865421739,-0.18207068143871843,0.4784530389154167,2.280881481047621,-2.129193127911597,0.11480066025825561
0.7541654109954834,-2.2013096867664985,1.2619836637784352,-0.7950321071191682,0.0619538735175658,-0.06504886413810455,0.1547718820016141,-0.5901926858236978,-0.18205532831011467,0.4784389125980697,2.2808954571704643,-2.1292232475225576,0.11480339365164835
0.7621364593505859,-3.7308593488893225,0.35242505143874003,-2.3572673891782596,-0.03301577190664185,-0.0535183883743997,0.14141557996826143,-0.5901862172359598,-0.1820592919172139,0.4783991438441511,2.2809827555053097,-2.1293296052813666,0.11489181421125691
0.7701573371887207,-1.4335049926197951,0.5551959489762781,-3.557984287040021,0.0052721872900273305,-0.12107171538058681,0.12867523531424838,-0.5901888522856789,-0.18203716467673825,0.47836024739232946,2.280965730662176,-2.129358817711249,0.11507693846994756
0.7781941890716553,-1.5038870299684226,0.6060980151499493,-3.5048670747831525,0.010040004510794202,-0.12454107131542352,0.12221687976812332,-0.5902101738718234,-0.18204651563322566,0.4783596276728117,2.280965817153557,-2.1293551410552967,0.1150232412136893
0.7861747741699219,-3.2436707481425167,-0.10565491886193756,-2.786291758869534,-0.04132599180430932,-0.06868072753954188,0.12450434339408452,-0.5902230280450507,-0.18204162768036516,0.47833220727305775,2.280973726247064,-2.129383434051169,0.11505341366235868
0.7941391468048096,-3.2895046332848956,0.4512034842025212,-2.19284141828296,-0.02573406689063528,-0.06962562567639456,0.12508254206813385,-0.5901950755435504,-0.18205598534182624,0.4783766164475214,2.2809333681912465,-2.129285901853774,0.11498649779361743
0.8021326065063477,-1.5564303218090185,0.26184699035978676,-2.909671613678587,-0.0077107661734680515,-0.11699256139382506,0.11694590950851684,-0.5901961856860907,-0.18208209079675533,0.47833367258820925,2.2810018997149832,-2.12938391912782,0.11508121083908875
0.8101363182067871,-1.4366412373470492,0.4788346636046601,-2.655287530002358,-0.005976540673173207,-0.09550977011458625,0.10797926063260008,-0.5901966682857933,-0.18207590503104729,0.4783668489655566,2.2809391365681537,-2.1293302602012876,0.11503741216404426
0.8182768821716309,-2.139124928438937,0.5477811032341552,-1.7612903684246966,-0.005906200844941893,-0.10460755204105988,0.10660082054896447,-0.5902014019642455,-0.18205564234194943,0.47839795181788747,2.2808325019587232,-2.129364194315609,0.11493391781807005
0.8261239528656006,-2.734564846394118,0.8908763095718822,-1.31069809548167,-0.00629894705094971,-0.07668552188825771,0.10555926984572489,-0.5901745324943505,-0.18205882757985653,0.4784401786237973,2.2808418219530506,-2.129243607553143,0.11482762103033926
0.8342442512512207,-1.798147095226123,0.7376949582604335,-1.5863414058525813,-0.01715575829057507,-0.09239944808248643,0.11345757144540694,-0.5901602089307555,-0.18210932986442568,0.4784384406360179,2.280957541539812,-2.1291702397706795,0.11481900052737078
0.8441565036773682,-1.6037064007665414,1.0315876453319373,-2.198567966223375,-0.0064727672459876815,-0.10719273741327749,0.10395606132923109,-0.5901889889963338,-0.18204674246436958,0.47842043277484936,2.2808839543549726,-2.1293425623783255,0.11486954848873007
0.8521261215209961,-0.7243276861588515,0.6758282983980451,-2.43996112740535,0.0027092754912349795,-0.12977168127300867,0.12289518117684126,-0.5902003858455636,-0.18210220627224422,0.4784454381470097,2.2809406944276938,-2.129218555804616,0.11473024337343302
0.8622217178344727,-3.0377747959974606,1.0952485966819419,-1.7127582344115462,0.0033191777559765977,-0.06022029767213568,0.12567747394150564,-0.5902371883422921,-0.18211320577521603,0.47847911434953705,2.2808942929758143,-2.129163710317459,0.11466429296284218
0.8702676296234131,-2.6940025410848754,-0.04858053119934756,-2.051978264489252,-0.03595937602610374,-0.07232711124360332,0.12049961159679773,-0.5902573826931325,-0.18209252424262826,0.47848284467418545,2.2808207398664817,-2.1291727953054833,0.11470333005638038
0.87813401222229,-2.0544342127460697,0.5164715339811277,-2.6323763633509056,0.013965446887120796,-0.07977612336017001,0.1258653357809447,-0.590283213932396,-0.1821147177606931,0.4784392116679743,2.28088619247805,-2.129228423795287,0.11480767434152969
0.8860876560211182,-1.9920583502911127,0.4752958370392756,-2.863386856775951,-0.04009034395477563,-0.11434843357597949,0.11848793204656424,-0.5902959647529211,-0.18211838442510064,0.4784101586951477,2.2809694857380625,-2.129311245260856,0.11482874563045496
0.8941733837127686,-2.3713395860618927,0.9452455625773738,-2.464419602369659,0.002198763181824455,-0.08319577346794285,0.11088626599503001,-0.5903216422548248,-0.1821330217496779,0.47843931858614674,2.280926075583969,-2.1292035751366845,0.11475107563712081
0.902224063873291,-2.2343561611408425,0.5379552962073135,-2.1603241131685658,-0.021612610109739007,-0.0965648940491955,0.11157590400026986,-0.5903329211817177,-0.18218215137349508,0.478429944136213,2.281016531378436,-2.1290577083626503,0.11476870473769547
0.9101722240447998,-2.47783461702638,0.43959168612331867,-2.0264704397255646,-0.014078696694080572,-0.08535702605247082,0.11410728813507408,-0.5903556101882124,-0.18214923898271806,0.47845623274856525,2.280867098373978,-2.1292105522243374,0.11477940136953084
0.918121337890625,-1.7168641770312438,0.943152250354004,-2.1305224284896447,-0.0006748590830655578,-0.09495384184912332,0.1108382731798444,-0.5903672329267023,-0.1821441687142421,0.4784772396987891,2.2809199998174945,-2.129175953096392,0.11462902140875711
0.9261941909790039,-2.0693838428715767,0.7786491085868593,-1.9415198087139545,-0.01774419029455041,-0.09120843751580537,0.11106462302135807,-0.59037948319393,-0.18218990042052727,0.4784655291934897,2.281036914325574,-2.129072962672958,0.11470821280397751
0.9341835975646973,-2.0201108001455332,0.07277189994434244,-2.0482350471807336,-0.0156255974555054,-0.08340182620983941,0.12193840225540739,-0.5903956095125942,-0.18217297833896967,0.47847695856437256,2.2809211810046133,-2.1291000530651827,0.11470556230426336
0.9420950412750244,-1.8668967018686773,0.747437409475932,-2.0965954517131804,-0.00930277899310496,-0.08990954639764172,0.12183955035146732,-0.5903986540688578,-0.1822022577231903,0.4785041326065843,2.2810007209048657,-2.128930878658243,0.11476637796083168
0.9501409530639648,-1.7978471784274312,0.4174822330891823,-1.9932966374265326,-0.011306321102478785,-0.09187280484372537,0.11889400542445201,-0.5904127739233963,-0.18216979444955814,0.4785209819729864,2.2808884307627126,-2.129099792259467,0.11461008713984634
0.9582176208496094,-2.169957806204737,0.5708271541315952,-2.1550309965551686,-0.005302741828670626,-0.0948183183099473,0.11807559022318159,-0.5904308043670926,-0.18218025576978078,0.4785129510331984,2.2809546837582784,-2.1290559988122966,0.11458154884084948
0.966630220413208,-1.7030637733954672,0.48790028071969255,-2.142990332736384,-0.02734404443597697,-0.09771614397287665,0.12338897550390908,-0.5904368006237317,-0.18217753200188577,0.4785105127146937,2.280917233835572,-2.1290893662845867,0.1146686397310107
0.9761877059936523,-2.2298397855267513,0.5560436556910531,-2.330497363037412,-0.017265500031891663,-0.09193764223419618,0.1097251739965803,-0.5904821696417997,-0.18215687071726172,0.47847699954015877,2.280914151309958,-2.1291396013108623,0.11469084877555104
0.9841742515563965,-1.6288553320533163,1.109714856689482,-2.329115595050839,0.0016005197441834032,-0.10163476786831407,0.10478053472143033,-0.5904809973734725,-0.18220926450994646,0.47846454062237975,2.280980511973473,-2.1291054688406463,0.11472854291349743
0.9921841621398926,-1.8359038210663718,0.451902514208485,-2.2811681485595177,-0.027013789648092694,-0.09799039295494501,0.10646564701707219,-0.5905057008473408,-0.18219380059509935,0.478477133468493,2.281003934794561,-2.1290841260180806,0.11473561454647098
1.0002317428588867,-2.110055342125397,0.681878510444222,-2.2440231141563656,-0.014600582083490049,-0.08893882938636113,0.11066392665861777,-0.5905513860048873,-0.18217186093388085,0.47847698025893465,2.2809135260201465,-2.1291163029903903,0.11473199404909877
1.010171890258789,-2.438203584438535,0.5220667850405825,-2.006693108725931,-0.011165805621571346,-0.08183122126573372,0.11186490634249681,-0.5905891783709984,-0.18219068857271284,0.4784609559080174,2.281028212867437,-2.1291031507536045,0.11464314927515129
1.0182223320007324,-1.825227388349918,0.634307920975862,-2.145993265039334,-0.016209032774825348,-0.08936699308102988,0.11151250558296792,-0.5906040406223555,-0.18221009073087732,0.4784739246055203,2.2809459085079244,-2.129117038664116,0.11469101694206722
1.0261342525482178,-2.0295315497125586,0.5841045140962289,-2.411621831770992,-0.008987074118785014,-0.09052447954086071,0.11514128819431384,-0.5906252556310438,-0.18218802414808835,0.4784478462873574,2.280961711554495,-2.1291686017021303,0.1148071536201606
